SGD SVRG NNAG NNAG+SVRG Epoch Lower1 Upper1 Lower2 Upper2 Lower3 Upper3 Lower4 Upper4
2.2962579286159457 2.2956916672494403 1.914333682627325 2.1574323291363924 1 1.941252650229197 2.6512632070026947 1.940728167162627 2.6506551673362537 1.5882333866477263 2.2404339786069234 1.8131707385323774 2.5016939197404073
2.149054515971552 2.1616009058016346 1.5929590772865982 1.6813456429926028 2 1.8052362620150744 2.49287276992803 1.8167029781641204 2.506498833439149 1.2939194924606015 1.891998662112595 1.3774432715150804 1.9852480144701252
1.9117949315501601 1.9003236973453361 1.4712828308648773 1.462830368637124 3 1.587487196221038 2.2361026668792823 1.5768606501570497 2.2237867445336224 1.18421612468252 1.7583495370472346 1.1794026419235035 1.7462580953507445
1.7423661651589988 1.7108947166930075 1.396676490442527 1.331788510648186 4 1.4329031788621225 2.051829151455875 1.4040977047941952 2.01769172859182 1.1172084029285476 1.6761445779565065 1.06135221990746 1.6022248013889118
1.6182715858721064 1.5775970286954089 1.3431408030945626 1.2329999075102074 5 1.3201640884986627 1.91637908324555 1.2831482954777278 1.87204576191309 1.0690745388346032 1.617207067354522 0.972803451931677 1.4931963630887377
1.5362308445755786 1.488616650446754 1.3012845964649755 1.1643477070419226 6 1.245805063014965 1.826656626136192 1.2026802417078377 1.7745530591856702 1.0314538664247428 1.5711153265052082 0.9114383561577877 1.4172570579260575
1.474321960122384 1.42464892132889 1.2675843058492215 1.0906459290848667 7 1.1898155680051576 1.7588283522396104 1.1449595677390934 1.7043382749186866 1.00117731776236 1.5339912939360831 0.8459057182055774 1.335386139964156
1.42452502329941 1.3731121516250586 1.238733516663999 1.0487772461474705 8 1.1448665086777425 1.7041835379210775 1.0985358060572326 1.6476884971928847 0.9752443470151373 1.5022226863128607 0.80871664690136 1.288837845393581
1.380227037898415 1.3286842760146427 1.2143094246421018 1.0000547168733518 9 1.1049535802672554 1.6555004955295745 1.058573150051475 1.5987954019778103 0.953316918177644 1.4753019311065596 0.7656577704801097 1.2344516632665938
1.34108990093555 1.2852985545687967 1.192418853107773 0.9667242060879916 10 1.0697510545708737 1.6124287473002261 1.0196540069878874 1.550943102149706 0.9336900580703511 1.451147648145195 0.7361592874627412 1.197289124713242
1.3036106402040137 1.2465246924201543 1.1726763618876561 0.9203061562364974 11 1.0360883241342835 1.571132956273744 0.9849156850307609 1.5081336998095476 0.9159916425034267 1.4293610812718855 0.6954719960603097 1.145140316412685
1.2701791369472928 1.2109585233890185 1.1552214338918172 0.88486910112145 12 1.006109205544067 1.5342490683505186 0.953106314863005 1.468810731915032 0.9003374108844463 1.410105456899188 0.6643144203318602 1.10542378191104
1.2393058517590507 1.1782315749074797 1.1389580800519574 0.8552902749165548 13 0.9784638217488911 1.5001478817692102 0.9238962457870399 1.4325669040279194 0.885776495567802 1.3921396645361128 0.6384923749945886 1.0720881748385211
1.2105192829237876 1.1477143249662636 1.1239484946555496 0.8099311233633923 14 0.9527261915611527 1.4683123742864226 0.8966964017190484 1.3987322482134787 0.872339546830045 1.3755574424810542 0.5989784688235258 1.020883777903259
1.1833284375155366 1.1191358162390301 1.1102055951914827 0.7913474958990238 15 0.9284457527215144 1.4382111223095588 0.8712555968499274 1.367016035628133 0.8600619546256958 1.3603492357572695 0.5826407466712358 1.0000542451268117
1.158775841252273 1.0966422797087818 1.0973264051482197 0.7688374622284299 16 0.906552178024328 1.4109995044802182 0.8512648390100596 1.342019720407504 0.8485454244282621 1.3461073858681771 0.5632071871731064 0.9744677372837534
1.1347390521060474 1.0714398645150387 1.0851058120427228 0.7392702642894918 17 0.8851448599828247 1.3843332442292702 0.8289065716777324 1.313973157352345 0.837620961545775 1.3325906625396706 0.5374034624756899 0.9411370661032937
1.1127704487851515 1.0483197474075705 1.0735266515208635 0.732696112211022 18 0.865603803357235 1.359937094213068 0.8084108244375968 1.2882286703775443 0.8272881190698536 1.3197651839718734 0.5318495428432761 0.933542681578768
1.0922298063097708 1.0279030117118146 1.0633208828585228 0.7014280363555303 19 0.8473559431473924 1.3371036694721494 0.7903489606316088 1.2654570627920205 0.8181773908497165 1.308464374867329 0.504944566136912 0.8979115065741486
1.0716882434952288 1.0062189045502705 1.0531098060710047 0.6787043789654132 20 0.8291248393262652 1.3142516476641923 0.7711854946004055 1.2412523145001355 0.809051296196138 1.2971683159458713 0.48540308664837983 0.8720056712824467
1.053295161516008 0.9907744863568364 1.0431617566100928 0.6448038579434004 21 0.8128219046853604 1.2937684183466556 0.757533431994247 1.2240155407194258 0.8001923113493938 1.2861312018707918 0.4564628844829648 0.8331448314038361
1.0347009735339134 0.9672281084539336 1.0339356609889307 0.6390884308454098 22 0.7963608109935925 1.2730411360742344 0.7367892921415218 1.1976669247663454 0.791947283244764 1.2759240387330975 0.4514009199289989 0.8267759417618207
1.0171016723527322 0.9519025012393436 1.0253838012571375 0.6353571375722395 23 0.7807935974857854 1.253409747219679 0.7232826383737321 1.1805223641049551 0.7843305498062214 1.2664370527080535 0.4481049401193868 0.8226093350250923
1.0003965812609021 0.933971442865289 1.0169343764195813 0.6129045859789072 24 0.7660391067023148 1.2347540558194896 0.7075233393136768 1.1604195464169011 0.7767993475520368 1.2570694052871256 0.42917928190207094 0.7966298900557434
0.9835499538523157 0.9156150580271888 1.0086612011141638 0.5870740996721342 25 0.7511708569310351 1.2159290507735963 0.6914137938454741 1.1398163222089035 0.7694439777073812 1.2478784245209464 0.40722479101657233 0.7669234083276961
0.9677965936663053 0.9011368614214155 1.0013677302185835 0.5896654874962919 26 0.7372875666181915 1.1983056207144192 0.6786975432164021 1.1235761796264288 0.7629383507080068 1.2397971097291602 0.4091535089252677 0.7701774660673161
0.9527113771366189 0.8878707672285913 0.9939137702078925 0.5720923895097298 27 0.7240061625782694 1.1814165916949684 0.6670777689100311 1.1086637655471514 0.7562923999714531 1.2315351404443318 0.39445230326670067 0.749732475752759
0.9379729813588854 0.8647770315218155 0.9869480158971703 0.5416334912733501 28 0.7110402758712994 1.1649056868464716 0.6468747104973908 1.0826793525462401 0.7501061901470132 1.2237898416473274 0.36882533757838654 0.7144416449683137
0.9229957649374712 0.8485363912856793 0.9796710550575458 0.5107575452417287 29 0.6978809506078467 1.1481105792670956 0.6326739776283278 1.0643988049430306 0.743630766537777 1.2157113435773146 0.34305916659438784 0.6784559238890695
0.9089777621238128 0.8397727963450314 0.973138645986843 0.5475342558530134 30 0.6855789677372448 1.1323765565103807 0.6249520463052849 1.054593546384778 0.7378239246587722 1.2084533673149136 0.3735229223508012 0.7215455893552256
0.8943294737287951 0.83455295681458 0.966845599445693 0.5481944145372761 31 0.6727360056909131 1.1159229417666772 0.6203583758111155 1.0487475378180444 0.7322177203272202 1.2014734785641659 0.3738079832462119 0.7225808458283404
0.880802202043707 0.8210162186542587 0.9605561457536256 0.5385527209666988 32 0.6608921661062049 1.1007122379812089 0.6086562207220392 1.0333762165864782 0.7266341125124475 1.1944781789948038 0.36565141412284763 0.71145402781055
0.867109477432335 0.7976876232915979 0.9549137055931037 0.5104580372457613 33 0.64891384006091 1.08530511480376 0.5883507319397867 1.0070245146434091 0.7216241814756126 1.1882032297105949 0.3421770519222965 0.6787390225692261
0.8537072779882289 0.7808892670990257 0.9488339797748478 0.5146766138122514 34 0.6372038194634206 1.070210736513037 0.5737471519937378 0.9880313822043136 0.716222513731499 1.1814454458181967 0.3455891543000824 0.6837640733244204
0.8407654624251301 0.7731536439350803 0.943105493630747 0.47536575120237784 35 0.6259068325556097 1.0556240922946505 0.5670183949266161 0.9792888929435446 0.711138753600991 1.175072233660503 0.31317873571859445 0.6375527666861612
